Student_ID,10th_Percentage,12th_Percentage,Undergraduate_GPA,Number_of_Backlogs,Certifications_Completed,Internship_Experience_Months,Technical_Skills_Count,Projects_Completed,Soft_Skills_Rating,Aptitude_Test_Score,Mock_Interview_Score,Hackathon_Participation,Volunteering_Experience,Extracurricular_Rating,Age,Gender,Location,Placement_Training_Participation,Interview_Call_Rates,Preferred_Role,Previous_Internship_Offers,Desired_Salary_Range,Placement_Offer,Postgraduate_Studies,Specialization_Field,Semester_Trend,Coding_Competitions_Participation,Tech_Stack_Expertise,GitHub_Activity,Leadership_Skills_Rating,Emotional_Intelligence_Score,Time_Management_Skills,Resume_Quality_Score,Alumni_Network_Engagement,Languages_Known,Disability_Status,Fathers_Occupation
STU00108,83.03,86.68,8.6,2,1,11,6,4,3.83,95.33,24.09,2,0,2.09,23,Female,Urban,0,7,Developer,0,13.08,0,Yes,MECH,Improving,3,3,1.52,4.84,2.35,4.14,1.07,30.2,5,None,Army Personnel
STU00109,81.09,97.61,8.24,1,7,2,5,18,4.29,1.8,78.53,5,5,1.34,24,Other,Rural,0,0,Data Scientist,4,4.19,0,Yes,MECH,Declining,4,4,1.41,3.54,3.81,3.58,3.38,30.57,2,Mobility,Accountant
STU00110,63.97,80.15,8.63,8,6,10,8,19,2.89,30.94,71.17,0,0,4.89,22,Female,Urban,0,1,Data Scientist,5,6.05,1,No,MECH,Declining,1,6,12.39,1.13,2.67,4.99,2.87,36.52,2,Visual,Shopkeeper
STU00111,93,95.35,7.97,4,3,12,8,17,1.74,58.73,8.52,4,3,1.31,20,Other,Rural,0,5,Data Scientist,3,14.88,0,Yes,MECH,Declining,1,9,93.24,3.41,3.38,2.06,1.36,67.65,5,Hearing,Police Officer
STU00112,58.54,95.87,5.66,6,2,11,6,1,2,56.94,28.46,5,2,4.76,18,Other,Urban,0,10,Tester,5,8.65,1,Yes,MECH,Consistent,5,10,22.87,2.25,3.32,1.59,1.55,56.57,5,Mobility,Technician
STU00113,98.25,97.32,5.14,9,10,16,10,14,3.05,77.44,16.38,2,3,4.92,23,Other,Rural,1,3,Tester,4,12.14,1,No,MECH,Improving,3,1,83.76,3.58,1.87,2.99,3.92,91.28,5,Mobility,Lawyer
STU00114,85.49,60.01,8.72,4,2,1,6,3,1.06,9.63,61.55,1,1,1.49,25,Female,Rural,0,4,Developer,4,8.75,1,No,IT,Declining,3,2,76.07,4.49,3.91,4.19,2.43,68.93,5,Hearing,Mechanic
STU00115,80.36,82.31,8.9,9,6,13,1,20,4.52,16.41,59.34,2,0,3.16,18,Female,Urban,0,9,Data Scientist,4,12.52,0,No,CSE,Declining,3,6,58.85,4.24,3.36,4.86,3.69,74.02,4,None,Accountant
STU00116,73.28,97.48,9.5,4,6,8,9,14,1.87,40.22,78.92,2,0,3.6,18,Male,Rural,1,8,Data Scientist,1,8.86,0,Yes,CSE,Declining,3,3,29.88,1.91,1.24,1.7,2.73,72.41,2,Visual,Teacher
STU00117,55.1,50.18,9.54,4,5,20,9,19,3.83,96.63,13.32,0,1,1.26,18,Female,Urban,1,7,Developer,3,13.37,0,Yes,EEE,Improving,1,2,32.06,1.12,1.78,1.34,2.35,69.89,5,Visual,Farmer
STU00118,95.38,50.76,7.27,3,10,18,7,4,1.14,72.85,2.3,2,3,4.91,24,Female,Rural,1,9,Tester,2,6.06,1,Yes,EEE,Improving,5,4,31.89,1.43,2.4,3.98,4.16,91.29,1,Visual,Lawyer
STU00119,70.69,65.25,5.11,1,0,17,5,4,4.22,21.31,46.41,1,4,2.16,19,Other,Rural,0,1,Developer,1,7.97,1,No,MECH,Declining,4,10,89.45,3.51,2.18,1.98,4.77,39.8,2,Mobility,Accountant
STU00120,92.81,62.63,5.88,1,1,17,8,7,3.18,60.12,27.17,1,5,3.03,25,Other,Urban,0,6,Analyst,3,6.14,1,No,CSE,Consistent,5,1,91.35,2.13,4.6,1.5,2.47,87.41,4,None,Army Personnel
STU00121,58.41,56.59,6.99,5,0,17,1,11,3.44,73.76,51.14,4,4,3.24,19,Male,Rural,0,1,Analyst,1,5.65,0,Yes,EEE,Declining,0,4,83.54,1.52,4.64,3.63,1.63,38.95,5,Hearing,Technician
STU00122,81.72,64.83,5.3,3,9,1,7,4,1.94,51.16,22.7,5,2,4.29,22,Male,Rural,1,2,Tester,5,14.03,1,Yes,MECH,Improving,3,2,40.98,1.9,4.23,4.18,4.2,50.77,4,Visual,Army Personnel
STU00123,92.54,86.95,6.5,4,1,16,5,14,3.02,81.5,80.62,1,1,2.49,23,Male,Rural,1,10,Analyst,2,6.71,1,Yes,MECH,Declining,3,2,90,4.23,3.36,4.42,2.29,55.56,3,Hearing,Engineer
STU00124,65.14,69.6,7.3,4,2,16,4,1,3.54,60.94,17.1,0,4,1.89,21,Other,Rural,1,7,Tester,1,6.65,0,Yes,CIVIL,Improving,5,1,92.53,4.62,2.39,1.26,4.46,1.28,5,Hearing,Clerk
STU00125,58.05,99.92,8.39,4,0,3,2,7,3.97,30.47,80.76,2,3,4,23,Male,Urban,0,1,Data Scientist,4,4.42,1,Yes,ECE,Improving,5,9,63.75,3.73,4.99,4.35,3.57,6.93,4,Visual,Army Personnel
STU00126,89.92,57.08,6.87,8,1,24,6,8,3.17,28.43,63.32,3,3,2.85,25,Female,Rural,0,1,Data Scientist,2,8.08,1,No,CIVIL,Improving,5,2,46.88,3.35,3.13,2.17,2.36,92.98,2,Mobility,Mechanic
STU00127,67.11,71.59,5.57,1,2,2,3,6,1.54,67.9,71.43,0,2,4.03,19,Female,Rural,0,10,Analyst,4,14.02,1,Yes,MECH,Improving,1,8,75.86,4.55,4.66,3.83,2.33,81.86,2,Visual,Clerk
STU00128,81.26,68.58,9.46,4,0,14,4,13,1.98,76.7,60.02,4,4,4.57,18,Female,Rural,0,8,Developer,1,3.2,1,Yes,CSE,Consistent,2,2,88.19,4.29,3.68,4.7,1.59,91.23,3,Visual,Government Employee
STU00129,93.38,76.76,6.77,9,8,11,6,14,1.63,41.2,35.54,1,0,1.8,25,Male,Rural,0,1,Developer,0,12.25,1,No,EEE,Improving,5,1,94.99,1.64,2.16,3.29,4.18,25.48,3,None,Doctor
STU00130,52.44,60.07,6.69,9,2,3,3,16,2.1,94.63,83.55,5,5,3.22,18,Other,Urban,0,6,Analyst,1,6.14,0,Yes,CIVIL,Declining,4,5,7.02,4.17,1.57,1.57,3.43,2.69,2,Hearing,Teacher
STU00131,66.35,57.75,8.02,0,5,4,9,2,4.17,89.52,1.33,5,0,1.46,18,Female,Urban,1,7,Tester,4,14.06,1,Yes,EEE,Declining,3,8,44.63,2.26,1.99,1.36,2.59,7.46,4,Mobility,Clerk
STU00132,76.5,84.43,7.21,0,10,13,5,13,1.86,19.59,32.02,2,2,3.1,22,Other,Rural,1,6,Analyst,0,12,0,No,MECH,Consistent,0,2,68.04,3.42,3.1,2.95,1.03,98.62,2,None,Government Employee
STU00133,53.08,61.73,6.07,3,5,19,2,19,2.41,36.33,39.38,3,4,2.65,18,Male,Urban,0,8,Developer,4,5.61,0,No,CIVIL,Declining,5,4,67.29,2.96,1.88,4.13,3.63,61.04,5,Visual,Technician
STU00134,83.09,93.36,6.83,1,3,11,2,18,1.83,32.39,31.59,3,5,4.4,23,Male,Urban,0,3,Analyst,1,12.56,0,Yes,CSE,Consistent,5,5,95.09,2.39,1.1,2.49,1.81,89.5,1,Hearing,Engineer
STU00135,74.36,63.61,8.02,7,0,22,10,18,2.97,40.41,72.6,3,5,2.82,19,Male,Rural,0,0,Analyst,5,11.13,1,Yes,IT,Declining,5,10,98.98,1.08,4.15,1.92,1.71,58.38,5,Hearing,Shopkeeper
STU00136,54.98,57.13,7.39,0,10,23,3,20,4.08,36.61,65.81,2,3,2.57,25,Male,Rural,0,0,Data Scientist,5,14.82,1,Yes,MECH,Declining,5,1,4.51,2.9,1.66,3.39,4.5,35.79,4,None,Police Officer
STU00137,59.22,57.91,5.71,10,0,21,8,2,3.89,46.78,14.29,1,1,3.39,23,Female,Rural,0,4,Analyst,5,14.48,1,Yes,EEE,Declining,0,10,87.63,4.56,2.08,3.35,1.65,48.58,3,Hearing,Teacher
STU00138,54.66,55.92,5.71,3,4,10,8,17,4.95,33.74,89.58,5,3,4.45,22,Other,Urban,0,2,Data Scientist,5,10.54,0,Yes,MECH,Declining,2,3,10.94,4.79,3.88,2.81,1.42,26.21,4,Mobility,Doctor
STU00139,60.37,86.22,9.83,8,10,14,4,15,2.29,30,37.6,0,0,2.6,21,Female,Urban,0,2,Data Scientist,5,8.24,0,Yes,EEE,Consistent,5,4,96.57,2.69,4.89,4.87,2.08,13.14,1,Mobility,Driver
STU00140,71.41,70.28,5.11,4,4,3,7,9,2.84,77.27,17.02,1,3,1.28,24,Female,Rural,1,8,Tester,0,9.67,1,Yes,IT,Improving,0,9,2.57,4.45,1.74,2.35,3.77,49.2,3,Hearing,Government Employee
STU00141,83.04,89.75,7.84,0,7,11,6,1,2.12,43.9,82.4,5,2,3.79,19,Other,Urban,0,5,Developer,3,5.47,1,No,CSE,Improving,2,3,92.77,1.9,3.01,2.96,1.04,48.2,3,Mobility,Technician
STU00142,59.94,55.29,9.53,1,7,12,8,20,4.12,89.06,6.38,4,1,4.22,23,Female,Urban,0,1,Tester,5,9.61,0,Yes,MECH,Improving,0,3,94.42,2.82,3.98,3.19,3.75,93.16,5,None,Police Officer
STU00143,83.45,59.07,6.05,4,1,7,8,19,3.8,54.28,70.45,3,1,4.5,18,Female,Rural,0,7,Tester,2,12.61,0,No,MECH,Consistent,3,2,45.77,4.77,2.51,2.08,1.37,96.82,5,Hearing,Mechanic
STU00144,73.48,62.14,8.04,9,5,1,8,13,1.27,42.66,14.01,1,4,5,25,Other,Urban,0,7,Data Scientist,1,13.5,1,Yes,IT,Declining,0,3,81.45,4.38,3.57,4.55,1.86,37.67,3,None,Doctor
STU00145,79.6,84.46,7.1,9,0,6,10,10,4.36,59.78,46.32,5,1,3.68,25,Male,Rural,0,0,Data Scientist,0,3.36,1,Yes,IT,Improving,2,4,43.14,1.84,1.59,3.48,1.38,7.17,3,Mobility,Engineer
STU00146,91.66,69.22,9.71,1,10,8,1,9,1.56,57.17,63.8,2,1,3.14,25,Other,Rural,0,6,Developer,3,11.72,0,Yes,ECE,Improving,0,4,15.6,1.29,1.4,4,4.04,22.05,2,Mobility,Businessman
STU00147,55.65,98.4,9.66,1,10,18,9,6,4.37,76.01,22.34,0,0,3.31,19,Female,Urban,1,4,Analyst,4,3.23,1,Yes,CSE,Improving,4,3,94.76,3.21,2.95,4.84,3.84,28.94,2,Visual,Clerk
STU00148,83.82,95.33,7.48,0,4,13,5,19,2.55,95.3,39.92,5,4,2.4,18,Male,Urban,1,10,Analyst,0,9.36,0,Yes,MECH,Declining,5,5,61.79,4.31,3.23,1.13,2.26,56.53,2,Hearing,Driver
STU00149,54.26,95.35,8.22,0,8,4,8,18,3.15,32.88,9.7,5,0,4.34,25,Other,Urban,1,6,Data Scientist,1,5.41,0,Yes,IT,Declining,2,10,3.87,3.9,3.95,2.99,3.62,86.54,1,Visual,Businessman
STU00150,65.52,54.2,5.76,10,7,10,9,9,4.47,77.4,11.63,5,0,4.93,20,Male,Rural,0,8,Analyst,5,10.06,0,Yes,IT,Consistent,4,8,65.28,2.27,3.95,2.94,2.18,78.74,3,Hearing,Engineer
STU00151,98.45,54.31,8.58,10,3,11,10,11,3.48,77.45,23.49,3,5,1.56,18,Other,Rural,1,10,Data Scientist,2,8.69,1,No,CSE,Improving,0,8,7.53,2.74,3.49,4.2,2.29,60.97,1,Visual,Shopkeeper
STU00152,96.53,55.5,9.93,8,7,23,1,2,1.76,19.79,78.3,5,3,1.08,21,Other,Urban,0,10,Developer,0,12.98,1,Yes,IT,Improving,1,2,92.2,4.64,3.31,2.82,4.31,61.46,1,Mobility,Accountant
STU00153,51.64,51.82,6.62,6,4,13,10,15,1.38,95.92,92.47,4,2,2.84,24,Female,Urban,1,6,Developer,1,13.16,1,Yes,CIVIL,Improving,3,4,58.54,1.44,1.44,4.8,4.79,70.71,1,Visual,Engineer
STU00154,90.95,95.1,8.12,8,7,21,1,13,1.29,45.8,65.79,1,5,1.69,23,Other,Rural,0,4,Developer,5,9.37,1,No,EEE,Declining,5,8,18.71,2.23,2.29,1.16,3.07,24.76,3,Mobility,Technician
STU00155,51.04,63.22,6.36,6,7,12,4,11,2.07,93.45,85.97,3,2,3.08,24,Female,Rural,1,1,Data Scientist,2,8.7,1,No,ECE,Consistent,2,6,19.07,1.73,4.54,1.46,4.63,98.32,4,Visual,Lawyer
STU00156,93.06,67.53,7.02,0,9,2,1,1,1.9,89.84,62.24,3,1,4.35,21,Other,Rural,0,4,Analyst,3,4.5,1,Yes,CSE,Declining,0,1,69.32,1.48,4.15,2.77,4.08,29.99,2,Visual,Clerk
STU00157,51.37,62.51,7.58,8,6,23,6,3,2.25,79.64,66.12,3,5,3.97,19,Female,Rural,0,10,Developer,4,14.48,0,No,MECH,Improving,0,2,60.4,4.93,2.35,3.51,3.3,52.13,3,None,Engineer
STU00158,70.55,98.3,7.38,9,8,9,7,20,4.98,35.05,91.87,1,4,2.84,18,Male,Rural,1,0,Analyst,0,3.69,1,Yes,IT,Consistent,5,4,68.6,4.82,3.37,2.16,4.81,83.31,4,Hearing,Driver
STU00159,86.6,54.39,6.5,2,2,19,9,15,3.68,11.63,70.93,0,0,1.52,18,Female,Rural,0,8,Analyst,5,6.1,0,No,MECH,Improving,0,3,8.43,2.93,2.91,2.39,4.47,2.2,1,Mobility,Clerk
STU00160,92.12,94.06,5.16,0,7,22,9,12,2.72,0.15,46.47,4,1,3.91,23,Other,Urban,0,7,Developer,4,8.66,0,No,MECH,Consistent,4,10,24.75,4.2,1.59,3.83,4.99,9.44,4,Visual,Police Officer
STU00161,78.82,70.24,8.96,9,7,12,8,3,2.74,70.31,30.31,3,4,2.04,22,Female,Urban,0,4,Data Scientist,5,5.29,0,No,CIVIL,Declining,4,9,65.85,2.45,1.04,3.87,4.77,4.17,4,Hearing,Engineer
STU00162,64.42,63.46,8.73,5,10,8,9,17,3.12,92.11,45.32,0,2,1.79,22,Other,Rural,0,8,Data Scientist,1,6.17,0,Yes,ECE,Improving,3,5,30.02,3.94,3.02,3.66,2.96,34.96,1,Hearing,Clerk
STU00163,68.07,87.31,8.82,7,9,5,6,5,4.38,17.69,89.05,4,1,2.93,24,Male,Urban,0,6,Data Scientist,5,6.19,1,Yes,MECH,Consistent,5,1,6.87,3.3,1.29,1.02,2.65,43.51,1,Visual,Technician
STU00164,58.44,68.5,7.03,4,0,6,1,19,3.29,62.15,52.72,5,4,2.08,22,Other,Rural,0,9,Tester,5,3.13,1,No,CIVIL,Improving,5,5,21.57,4.39,2.95,4.87,4.79,54.74,5,Hearing,Mechanic
STU00165,85.99,55.74,5.33,6,6,3,5,9,1.7,20.14,34.51,0,5,3.69,25,Male,Rural,1,8,Data Scientist,4,4.96,0,No,MECH,Consistent,4,7,78.09,2.89,4.34,4.62,1.84,9.11,3,Hearing,Police Officer
STU00166,72.15,58.51,5.49,1,8,9,9,14,2.67,67.86,42.68,1,5,4.18,24,Other,Rural,1,3,Data Scientist,0,9.37,1,Yes,MECH,Declining,3,3,6.37,2.49,1.22,3.32,1.91,88.23,3,Hearing,Mechanic
STU00167,75.83,69.53,5.13,5,3,10,5,18,3.57,19.45,29.63,1,1,2.31,20,Female,Rural,1,10,Tester,3,6.02,1,Yes,EEE,Improving,0,3,38.58,2.08,4.64,1.69,4.82,81.6,4,Visual,Shopkeeper
STU00168,65.07,69.27,6.85,10,10,10,3,11,3.41,9.53,82.77,5,5,4.96,25,Male,Rural,1,9,Data Scientist,1,8.74,1,No,CIVIL,Declining,1,9,51.69,1.04,1.51,1.26,3.47,18.65,4,Mobility,Mechanic
STU00169,69.94,88.02,8.11,7,5,12,10,8,2.8,73.61,13.06,1,2,3.42,21,Female,Urban,1,8,Data Scientist,0,11.34,0,Yes,ECE,Declining,5,3,15.47,4.13,4.78,3.09,1.7,67.89,2,Mobility,Driver
STU00170,79.07,67.88,7.19,7,5,12,5,14,1.16,87.29,46,3,5,2.07,23,Female,Urban,0,4,Data Scientist,5,3.88,1,No,CSE,Improving,1,3,14.24,4.33,4.93,1.31,2.09,39.35,1,Visual,Businessman
STU00171,91.34,63.28,5.9,7,8,21,2,9,1.37,86.08,82.68,5,0,1.23,19,Female,Urban,0,9,Analyst,3,4.88,1,Yes,IT,Declining,4,9,21.67,1.35,2.54,1.19,2.46,69.93,4,Hearing,Police Officer
STU00172,83.67,55.7,8.56,10,4,16,2,7,2.98,62.07,61.92,2,1,2.39,20,Female,Urban,0,4,Developer,5,4.14,1,Yes,ECE,Consistent,5,1,83.99,2.54,2.24,4.39,1.85,10.08,4,None,Businessman
STU00173,50.88,52.04,8.26,7,6,6,1,16,2.78,12.39,22.93,0,4,2.82,25,Other,Urban,0,6,Analyst,1,7.65,0,Yes,CSE,Declining,3,3,85.87,3.91,4.29,3.35,1.18,59.96,2,None,Engineer
STU00174,92.94,99.94,6.71,2,1,14,10,11,2.27,53.31,77.62,3,1,3.16,20,Other,Rural,1,2,Tester,5,9.68,0,Yes,CSE,Declining,2,7,4.6,2.04,2.19,3.37,1.73,9.83,3,Hearing,Shopkeeper
STU00175,95.24,59.75,9.98,1,1,24,3,6,4.79,43.5,46.81,1,0,2.55,21,Other,Rural,0,6,Developer,5,6.21,0,Yes,CIVIL,Consistent,2,4,82.64,2.82,1.87,3.56,4.49,41.14,5,None,Technician
STU00176,79.96,78.94,9.01,0,2,19,8,3,1.11,0.23,22.4,0,4,2.91,25,Female,Rural,0,1,Analyst,2,12.81,1,Yes,EEE,Consistent,2,4,64.65,3.79,4.53,2.5,1.56,84.89,2,Hearing,Teacher
STU00177,50.57,95.47,8.73,3,8,0,5,6,1.4,33.35,67.09,3,4,1.95,21,Female,Urban,1,10,Tester,1,12.29,1,Yes,EEE,Consistent,4,3,21.89,4.28,2.47,1.07,4.7,50.07,5,None,Driver
STU00178,96.06,62.84,7.85,5,1,4,8,2,2.21,58.68,32.71,3,4,1.22,23,Male,Urban,1,0,Developer,3,13.24,1,Yes,EEE,Declining,2,3,65.25,4.72,2.62,2.14,1.25,45.93,2,Visual,Mechanic
STU00179,66.66,87.84,8.01,4,8,14,7,13,1.56,13,30.72,1,2,4.29,25,Female,Urban,1,5,Data Scientist,5,10.41,0,No,CSE,Consistent,3,4,72.07,4.56,4.95,2.89,1.7,11.72,5,Visual,Army Personnel
STU00180,63.02,73.12,7.18,9,2,0,1,8,3.55,96.31,74.97,0,0,4.3,23,Male,Rural,0,6,Analyst,1,13.43,0,Yes,MECH,Declining,4,5,64.23,4.29,3.36,1.06,4.46,63.41,5,Mobility,Clerk
STU00181,55.49,72.59,5.83,3,3,21,9,2,3.09,9.97,74.43,5,3,3.3,22,Male,Urban,1,6,Data Scientist,2,3.56,1,Yes,CIVIL,Improving,3,7,57.78,3.78,1.45,2.99,1.27,25.42,3,Mobility,Doctor
STU00182,54.18,92.76,8.72,2,10,2,2,18,2.17,16.83,69.39,1,2,3.46,21,Female,Rural,0,0,Analyst,0,6.45,1,Yes,CIVIL,Consistent,0,6,0.9,4.47,2.13,4.31,1.07,36.39,2,Hearing,Shopkeeper
STU00183,89.37,94.61,7.25,2,1,5,3,17,4.61,98.34,41.13,0,2,3.95,21,Other,Rural,1,0,Data Scientist,1,12.71,1,No,MECH,Improving,2,8,1.15,3.32,2.41,2.68,1.42,17.39,1,None,Driver
STU00184,89.17,84.27,9.2,0,5,15,5,3,2.47,39.39,97.15,4,5,1.93,20,Male,Rural,0,1,Developer,5,5.51,0,No,EEE,Declining,5,5,79.31,4.82,1.04,1.09,1.13,5.21,2,Visual,Lawyer
STU00185,62.32,77.69,5.62,7,3,8,2,15,1.88,97.73,78.99,5,1,4.01,21,Female,Rural,1,6,Developer,0,3.89,1,No,CSE,Declining,5,5,87.01,2.59,1.23,4.11,1.73,30.18,2,Visual,Driver
STU00186,78.22,98.6,6.08,2,6,14,10,12,2.05,80.75,81.44,4,1,2.21,19,Other,Rural,1,8,Developer,2,9.66,0,Yes,EEE,Consistent,5,1,68.88,2.69,4.07,3.87,4.96,45.8,3,Visual,Accountant
STU00187,79.84,97.11,9.86,3,8,8,4,14,1.68,90.31,90.01,4,2,2.62,21,Male,Urban,1,1,Developer,2,14.16,0,Yes,EEE,Improving,4,4,75.86,4.97,3.6,4.15,4.08,58.64,4,Visual,Driver
STU00188,65.25,98.81,6.48,2,7,22,2,12,1.37,28.27,21.65,0,5,3.13,23,Male,Rural,0,8,Analyst,5,12.81,1,No,CSE,Declining,1,2,28.24,4.75,1.74,4.31,1.8,44.37,4,None,Engineer
STU00189,51.57,96.37,6.33,4,3,4,5,9,2.63,1.44,11.49,3,1,3.96,19,Female,Rural,0,6,Analyst,1,7.6,1,No,ECE,Improving,0,2,78.29,2.63,4.47,4.55,4.76,0.95,3,Visual,Businessman
STU00190,68.03,56.03,7.16,8,8,8,2,6,2.98,73.72,13.52,2,5,1.91,23,Other,Urban,0,6,Data Scientist,5,5.91,0,Yes,EEE,Consistent,1,2,43.94,3.14,3.66,4.66,2.59,30.38,5,Mobility,Army Personnel
STU00191,85.61,57.37,8.6,10,4,12,4,6,4.84,46.67,37.84,5,2,1.69,23,Other,Rural,0,0,Developer,2,4.89,1,No,CSE,Consistent,4,2,14.73,3.05,2.52,3.6,1.93,37.93,4,Hearing,Farmer
STU00192,55.79,90.48,7.55,7,9,3,9,2,3.05,2.48,76.36,5,5,4.51,20,Other,Urban,0,9,Tester,5,13.11,0,Yes,MECH,Improving,0,4,46.71,4.91,2.43,4.56,4.98,92.21,2,Hearing,Teacher
STU00193,87.59,59.49,5.97,8,5,20,10,19,1.35,14.46,8.7,4,3,4.76,18,Other,Rural,1,4,Analyst,1,6.08,0,No,CSE,Improving,1,4,64.83,1.18,3.94,3,3.53,6.35,3,Mobility,Shopkeeper
STU00194,77.77,92.43,7.45,3,4,14,10,12,3.98,22.08,51.16,2,0,2.13,20,Other,Urban,1,9,Analyst,0,14.18,1,Yes,EEE,Consistent,5,10,12.81,3.98,1.79,2.82,4.57,25.35,1,None,Businessman
STU00195,99.56,67.39,6.11,4,2,8,5,8,4,18.61,67.85,1,3,2.85,19,Male,Urban,1,10,Analyst,2,6.04,0,Yes,EEE,Consistent,2,4,86.04,3.91,1.59,1.37,3.95,38.48,5,Visual,Teacher
STU00196,76.97,83.19,7.76,9,2,8,9,12,1.45,2.78,76.97,5,3,3.18,21,Other,Rural,0,8,Analyst,1,11.78,1,No,MECH,Consistent,0,10,2.35,4.04,4.8,2.25,4.9,5.91,2,None,Army Personnel
STU00197,63.19,56.5,6.83,1,10,14,1,7,3.69,5.44,19.23,2,2,4.46,25,Other,Rural,0,2,Developer,1,14.41,0,No,IT,Declining,1,10,9.68,1.33,1.14,3.88,2.29,1.15,1,None,Lawyer
STU00198,82.86,54.27,6.13,4,3,7,5,12,4.26,7.96,14.7,5,4,2.54,21,Male,Rural,1,2,Data Scientist,0,3.8,1,Yes,MECH,Declining,5,8,92.77,2.13,4.68,3.74,3.19,86.77,5,None,Farmer
STU00199,98.57,71.97,5.09,3,7,18,8,1,1.26,74.24,73.25,2,0,3.64,25,Other,Urban,0,10,Developer,4,9.52,0,Yes,MECH,Improving,5,5,13.53,1.58,2.35,3.62,3.54,70.69,3,Visual,Technician
STU00200,64.27,57.22,5.21,7,4,24,6,9,2.75,40.72,72.29,3,4,1.6,21,Female,Rural,1,2,Tester,1,7.6,0,Yes,EEE,Improving,2,3,7.03,2.15,1.55,2.39,1.61,81.71,4,Hearing,Farmer
STU00201,52.96,55.23,5.4,0,7,3,4,1,1.42,37.65,15.3,5,1,1.18,22,Female,Rural,0,7,Analyst,3,5.04,1,Yes,MECH,Consistent,2,1,15.97,4.08,2.87,4.8,1.94,62.63,4,Mobility,Businessman
STU00202,92.77,57.5,6.34,3,4,19,3,5,3.5,26.45,5.7,5,1,1.29,24,Female,Urban,1,4,Analyst,5,12.37,1,No,MECH,Consistent,0,9,17.5,1.5,3.22,3.05,2.34,33.94,5,None,Mechanic
STU00203,84.32,83.32,5.78,3,4,2,10,7,4.69,57.66,75.13,0,0,4,20,Female,Urban,1,0,Analyst,4,10.48,0,No,MECH,Declining,4,10,5.71,1.07,2.52,1.14,1.93,33.12,3,Mobility,Teacher
STU00204,58.18,60.88,8.86,9,1,19,1,18,1.12,66.44,40.68,0,0,2.93,21,Other,Urban,1,2,Developer,2,14.92,0,Yes,ECE,Improving,2,3,43.08,3.74,3.15,2.44,4.56,88.12,1,Hearing,Government Employee
STU00205,71.07,88.24,9.61,1,3,0,9,5,1.17,60.75,10.22,1,1,4.77,25,Female,Urban,0,10,Developer,1,14.83,0,No,CIVIL,Improving,1,8,91.28,4.43,1.49,2.01,4.1,41.39,1,Hearing,Government Employee
STU00206,99.02,59.04,5.55,1,1,24,4,4,2.54,8.58,65.38,2,2,2.02,23,Male,Urban,1,8,Analyst,5,3.33,0,Yes,ECE,Consistent,0,1,62.42,4.44,3.91,1.02,2.06,97.65,2,Mobility,Lawyer
STU00207,65.47,95.43,5.97,4,6,22,3,12,2.2,82.17,43.32,5,2,2.26,22,Other,Urban,0,10,Analyst,5,10.31,1,Yes,MECH,Improving,1,3,56.47,3.66,1.78,1.92,2.19,69.69,3,Mobility,Government Employee
STU00208,85.6,82.46,7.22,2,3,9,3,2,4.07,70.5,12.79,3,0,1.53,20,Other,Rural,0,0,Tester,2,7.94,0,No,CIVIL,Consistent,2,10,78.38,1.15,4.48,2.97,2.25,56.44,1,None,Engineer
STU00209,66.31,94.45,6.97,3,4,0,4,7,2.78,92.27,54.77,2,4,1.45,21,Female,Rural,1,3,Tester,2,7.06,1,No,IT,Improving,0,10,60.73,2.49,1.65,2.52,2.25,30.53,5,None,Police Officer
STU00210,84.65,89.89,7.86,9,10,11,8,14,1.26,15.72,36.38,4,4,1.77,23,Other,Rural,0,7,Data Scientist,2,12.61,1,Yes,IT,Improving,0,7,54.67,1.95,2.24,2.5,2.35,67.5,2,Mobility,Police Officer
STU00211,76.28,87.18,8.42,7,4,21,3,3,3.71,25.32,13.8,3,5,1.73,21,Male,Urban,0,9,Tester,2,10.81,0,No,CSE,Declining,0,9,57.74,2.73,4.02,4.5,2.12,32.59,5,Mobility,Clerk
STU00212,94.42,69.62,9.11,8,7,18,10,15,3.81,22.69,1.08,3,2,3.48,20,Other,Rural,0,6,Developer,4,6.33,1,No,ECE,Improving,0,9,13.7,1.97,3.03,4.73,4.79,42.52,1,Visual,Technician
STU00213,80.11,97.06,7.44,9,0,12,7,2,4.23,62.77,18.4,0,4,3.7,20,Male,Urban,1,8,Developer,2,10.85,1,Yes,CSE,Declining,0,4,54.89,1.45,1.27,4.99,3.62,50,1,None,Accountant
STU00214,63.64,78.66,9,5,0,14,1,12,3.31,35.16,59.86,4,1,2.8,19,Other,Urban,0,4,Data Scientist,3,6.57,0,No,IT,Improving,1,6,6.83,3.66,1.73,1.24,3.57,74.64,1,Mobility,Doctor
STU00215,59.88,99.78,7.41,7,7,14,6,14,4.73,76.45,51.84,5,0,1.98,20,Other,Rural,0,10,Data Scientist,3,5.5,1,Yes,CSE,Declining,4,7,21.95,3.99,3.66,4.03,4.28,22.05,5,None,Engineer
STU00216,55.14,86.78,7.58,7,9,8,9,11,3.45,64.38,72.67,0,1,3.49,24,Other,Rural,0,3,Data Scientist,0,7.51,1,Yes,IT,Improving,0,3,50.01,4.7,2.41,4.98,1.12,14.26,2,None,Engineer
